ID investigador,Fuente,ID autor Scopus,EID documento Scopus,Perfil en Google Scholar,ORCID id autor,DOI,Año,Título,Enlace al artículo,Autores,Fecha de publicación,Revista,Volumen,Número,Páginas,Editor,Resumen,Citas totales,Institución,Conferencia,Libro,Origen,Nombre Investigador,Inventores,Oficina de patentes,Número de patente,Número de solicitud
INV0001,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=p_cV2NAAAAAJ&cstart=20&pagesize=80&citation_for_view=p_cV2NAAAAAJ:roLk4NBRz8UC,,,,Modeling a decision making process in a risk scenario: LOCA in a nucleoelectric plant using fuzzy cognitive maps,https://www.rcs.cic.ipn.mx/Vol26.pdf#page=8,"A Laureano-Cruces, Javier Ramírez-Rodríguez, Martha Mora-Torres, Gilberto Espinosa-Paredes",2006,Research in Computing Science,26,,mar-13,,"Decision making in a nucleoelectric plant is a complex process, due to many elements involved in its operation, and the permanent attention demanded by its maintenance. Presently, the decision making process in the plant is analyzed and developed by a human operator, using diagrams whose main characteristic is a linear representation of events within a scenario. That is a slow process, and can lead to the generation of new failures. We propose the development of an expert system that will help in the decision making, In this paper our main objective will be the design of the of knowledge representation and the design of reasoning through the latter. The dominion is located in the failure events in a nuclear plant. To automate the decision making process, a representation of knowledge is developed using Fuzzy Cognitive Maps (FCM), which allow us to model an expert’s behavior, in decision making with uncertainty.",Citado por 11,,,,,Dra. Ana Lilia Concepción Laureano Cruces,,,,
INV0001,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=p_cV2NAAAAAJ&cstart=20&pagesize=80&citation_for_view=p_cV2NAAAAAJ:lSLTfruPkqcC,,,,Multi-agent system for real time planning using collaborative agents,https://www.scirp.org/html/2-1680130_50433.htm,"Ana Lilia Laureano-Cruces, Tzitziki Ramírez-González, Lourdes Sánchez-Guerrero, Javier Ramírez-Rodríguez",30/09/2014,International Journal of Intelligence Science,4,04,91,Scientific Research Publishing,"Autonomous agents are an important area of research in the sense that they are proactive, and include: goal-directed and communication capabilities. Furthermore each goals of the agent are constantly changing in a dynamic environment. Part of the challenge is to automate the process corresponding to each agent in order that they find their own objectives. Agents do not have to work individually, but can work with others and develop a coordinated group of actions. These agents are highly appreciated, when real time problems are involved, meaning that an agent must be able to react within a specific time interval, considering external events. Our work focuses on the design of a multi-agent architecture consisting of autonomous agents capable of acting through a goal-directed with: a) constraints, b) real-time, and c) with incomplete knowledge of the environment. This paper shows a model of collaborative agents architecture that share a common knowledge source, allowing knowledge of the environment; where we analyze it and its changes, choosing the most promising way for achieving the goals of the agent, in order to keep the whole system working, even if a fault occurs.",Citado por 10,,,,,Dra. Ana Lilia Concepción Laureano Cruces,,,,
INV0001,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=p_cV2NAAAAAJ&cstart=20&pagesize=80&citation_for_view=p_cV2NAAAAAJ:-f6ydRqryjwC,,,,Aplicación de un modelo cognitivo de valoración emotiva a la función de evaluación de tableros de un programa que juega ajedrez,https://www.scielo.sa.cr/pdf/rmta/v19n2/a07v19n2.pdf,"Ana Lilia Laureano-Cruces, Diego Enrique Hernández-González, Martha Mora-Torres, Javier Ramírez-Rodríguez",2012/7,Revista de Matemática Teoría y Aplicaciones,19,2,211-237,https://creativecommons. org/licenses/by-nc-sa/4.0/,"En este trabajo se describe el análisis y diseño de un modelo cognitivo de valoración emotiva. Dicho modelo está basado en las metas que busca un jugador de ajedrez durante una partida. Este modelo afecta la salida de la función de evaluación de tableros de un agente computacional que juega ajedrez; dándole más peso a aspectos relacionados con las metas más urgentes; de acuerdo al contexto. De esta manera, la percepción del entorno cambia, y en consecuencia, la elección de la siguiente jugada. El objetivo es que el agente computacional incorpore en el proceso de toma de decisiones el estado emotivo y elija las jugadas con base en dicho estado. Para lograrlo se utilizaron herramientas de psicología cognitiva y computación suave con el fin de simular la emoción, y afectar el comportamiento del agente computacional.",Citado por 10,,,,,Dra. Ana Lilia Concepción Laureano Cruces,,,,
INV0001,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=p_cV2NAAAAAJ&cstart=20&pagesize=80&citation_for_view=p_cV2NAAAAAJ:Y0pCki6q_DkC,,,,An expert system to improve the functioning of the clothing industry: A development methodology,https://www.emerald.com/insight/content/doi/10.1108/IJCST-08-2013-0084/full/html,"Karina Santiago-Santiago, Ana Lilia Laureano-Cruces, Jorge Manuel Alejandro Antuñano-Barranco, Oscar Domínguez-Pérez, Estela Sarmiento-Bustos",02/03/2015,International Journal of Clothing Science and Technology,27,1,99-128,Emerald Group Publishing Limited,Purpose,Citado por 9,,,,,Dra. Ana Lilia Concepción Laureano Cruces,,,,
INV0001,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=p_cV2NAAAAAJ&cstart=20&pagesize=80&citation_for_view=p_cV2NAAAAAJ:_xSYboBqXhAC,,,,Multimedios y cognición,,Ana Laureano,1993,Revista Perfiles Educativos,,62,38-41,,,Citado por 9,,,,,Dra. Ana Lilia Concepción Laureano Cruces,,,,
INV0001,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=p_cV2NAAAAAJ&cstart=20&pagesize=80&citation_for_view=p_cV2NAAAAAJ:k_IJM867U9cC,,,,Nonlinear time-harmonic finite-element analysis of coupled circuits and fields in low frequency electromagnetic devices,https://www.sciencedirect.com/science/article/pii/S0168874X10000831,"Rafael Escarela-Perez, E Melgoza, Jose Alvarez-Ramirez, Ana Lilia Laureano-Cruces",01/10/2010,Finite elements in analysis and design,46,10,829-837,Elsevier,"Many electromagnetic devices operate under sinusoidal excitation, in which case a time-harmonic (TH) analysis may be applied; in particular, a TH field solution is much more economic than a time-transient field solution. Although the material nonlinearity cannot be strictly taken into account in the TH case, it determines the true operating condition of the device, together with the external circuit connections. In this paper, an efficient finite-element (FE) formulation to solve the 2D TH circuit-field (CF) problem posed by low-frequency (LF) electromagnetic devices is presented, approximately taking into account the effect of the material nonlinearity. Consideration is given to theoretical aspects that had not been previously studied: the resulting nonlinear complex equation does not possess an exact Jacobian, because one of its terms involves a nonanalytic function. This is circumvented by using pseudo-Jacobians …",Citado por 8,,,,,Dra. Ana Lilia Concepción Laureano Cruces,,,,
INV0001,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=p_cV2NAAAAAJ&cstart=20&pagesize=80&citation_for_view=p_cV2NAAAAAJ:NMxIlDl6LWMC,,,,La importancia del diseño de una interfaz en el proceso de enseñanza-aprendizaje,,"P Velasco-Santos, A Laureano-Cruces, M Mora-Torres, L Sánchez-Guerrero",01/10/2008,Memorias,,,01-mar,,,Citado por 8,,,,,Dra. Ana Lilia Concepción Laureano Cruces,,,,
INV0001,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=p_cV2NAAAAAJ&cstart=20&pagesize=80&citation_for_view=p_cV2NAAAAAJ:M3ejUd6NZC8C,,,,A pedagogical agent as an interface of an intelligent tutoring system to assist collaborative learning,https://www.scirp.org/journal/paperinformation?paperid=45906,"Ana Lilia Laureano-Cruces, Enrique Acuña-Garduño, Lourdes Sánchez-Guerrero, Javier Ramírez-Rodríguez, Martha Mora-Torres, Blanca R Silva-López",05/05/2014,Creative Education,5,8,619-629,Scientific Research Publishing,"This article discusses the aspects that are recommendable when designing an interface that includes a collaborative pedagogical agent within a context in which the collaborative learning process is reinforced by the task distribution process that goes with it. The concept of the intelligent tutoring system, conceived as a pedagogical interface agent (interface with human features that permits interaction between system and user), forms the basis of this study. The pedagogical agent is constituted by an intelligent tutoring system that makes a diagnosis adapted to needs of students, so as to improve the learning process. This is achieved by dynamic interaction on a system that has a collaborative and distributed interaction facility, in which the agent is conceived as an educational tool.",Citado por 7,,,,,Dra. Ana Lilia Concepción Laureano Cruces,,,,
INV0001,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=p_cV2NAAAAAJ&cstart=20&pagesize=80&citation_for_view=p_cV2NAAAAAJ:qUcmZB5y_30C,,,,Simulación de un juego de futbol utilizando una arquitectura Multiagente-Reactiva,http://kali.azc.uam.mx/clc/02_publicaciones/material/SimulFutArqMul.pdf,"Ana Lilia Laureano-Cruces, Denis Omar Verduga-Palencia",2010,en memorias del XXIII Congreso Nacional y XI Congreso Internacional de Informática y Computación de la ANIEI,,,485-493,,"El diseño de software basado en agentes representa una nueva perspectiva para las ciencias en computación y más específicamente, para la Inteligencia Artificial. Es una nueva teoría que ha innovado el análisis, el diseño e implementación del sistema del software. El diseño de agentes plantea problemas relacionados con:(1) el procedimiento de toma de decisión autónomo,(2) coordinación,(3) negociación, y (4) la manipulación de los estados mentales y la comunicación. En un sistema multi-agente reactivo, el grupo de agentes está sujeto continuamente a cambios locales. Estos cambios están diseñados por medio de reglas de comportamiento cuyos resultados están influenciados por el comportamiento del resto de los agentes. El diseño de estas reglas está inspirado por las ciencias biológicas o cognitivas. Particularmente, el diseño de reglas cognitivas corresponde con el principio de racionalidad; su perspectiva está enfocada en la interacción entre los agentes y de éstos con el entrono.",Citado por 7,,,,,Dra. Ana Lilia Concepción Laureano Cruces,,,,
INV0001,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=p_cV2NAAAAAJ&cstart=20&pagesize=80&citation_for_view=p_cV2NAAAAAJ:Zph67rFs4hoC,,,,Influencia de las emociones durante una partida de ajedrez,http://kali.azc.uam.mx/clc/02_publicaciones/material/Emociones%20y%20Juego_de_Ajedrez.pdf,"Diego Enrique Hernández-González, Ana Lilia Laureano-Cruces",2009,"Avances en Tecnologıas de la Información: Memorias del XXII Congreso Nacional y VIII Congreso Internacional de Informática y Computación de la ANIEI, Alfaomega Grupo Editor, Ensenada, Baja California",,,343-353,,"Se han encontrado evidencias de que las emociones afectan la evaluación de las decisiones que se pueden llevar a cabo. El ajedrez es un juego que despierta emociones muy fuertes, las cuales pueden influir en la elección de la siguiente jugada a realizar. En este artículo se expone un proyecto en progreso cuyo objetivo es la obtención de un modelo cognitivo que permita establecer esta influencia. Además, se plantea la implementación de este modelo en un agente computacional que juegue ajedrez, dentro de una etapa acotada hacia el final.",Citado por 7,,,,,Dra. Ana Lilia Concepción Laureano Cruces,,,,
INV0001,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=p_cV2NAAAAAJ&cstart=20&pagesize=80&citation_for_view=p_cV2NAAAAAJ:M3NEmzRMIkIC,,,,Un enfoque didáctico-cognitivo del análisis de los conceptos de los sistemas de un grado de libertad,https://www.academia.edu/download/85860817/nov_art23.pdf,"A Laureano-Cruces, Amador Terán-Gilmore, Fernando de Arriaga",2003,Revista Digital Universitaria,4,7,ene-29,,"Dentro de los problemas que se presentan en el proceso de enseñanza-aprendizaje se encuentra el de ayudar a la adquisición de habilidades cognitivas. Interesa que el alumno controle su propio proceso de aprendizaje y el modo en el que lo realiza. Dicho en otras palabras, es importante que regule cómo y cuándo utilizar una estrategia cognitiva como parte del aprendizaje de un dominio. Para lograr lo anterior uno de los grandes cambios producidos en la educación es utilizar herramientas provenientes de la psicología cognitiva para mejorar el diseño de los “curricula” de asignaturas, así como de temas específicos, dentro de un dominio determinado del conocimiento, y prueba de ello son los modelos propuestos por Castañeda y Estevéz. En este trabajo se presenta un modelo de aprendizaje para un tema específico utilizando el enfoque cognitivo de los esquemas o modelos mentales basados parcialmente en este caso en los conceptos de la teoría cualitativa de Forbus; en cuanto al enfoque pedagógico, se toma en consideración la experiencia de los autores y se la sitúa dentro del enfoque actual de la enseñanza centrada en el estudiante, en el que los sistemas de ayuda al aprendizaje de tipo entrenador adquieren verdadera importancia. Todo ello se integra con el fin de proponer un marco de desarrollo para un sistema inteligente de aprendizaje que permita comprender primero la parte cualitativa antes de entrar a la parte cuantitativa. El dominio elegido es un tema específico de dinámica de estructuras conocido como los sistemas de un grado de libertad (S1GL).",Citado por 7,,,,,Dra. Ana Lilia Concepción Laureano Cruces,,,,
